gRNA,gene,T0_F,T0_M,T1_F,T1_M
Brie_Hnrnpu_3,Hnrnpu,168.691260884703,207.826804131055,0.96690739777454,0.01
Brie_Hnrnpu_4,Hnrnpu,202.496152435351,244.426842659291,102.590473041431,17.1169000681425
Brie_Gtf2f1_1,Gtf2f1,252.259698372852,260.673689030361,0.584144438664724,0.390153334847611
Brie_Gtf2f1_2,Gtf2f1,180.531552849143,180.867751361477,6.32558882531196,0.200076667423805
Brie_Gtf2f1_3,Gtf2f1,177.6143794666,239.963423326579,445.737465883381,53.9917735483607
Brie_Gtf2f1_4,Gtf2f1,161.484126645479,188.901906160358,4.41177402976288,20.3482034143472
Brie_Kctd5_1,Kctd5,207.644105463368,240.141960099888,230.433301384109,206.053107487405
Brie_Kctd5_2,Kctd5,149.300637812504,136.947705127594,77.1367362606279,297.479984518255
Brie_Kctd5_3,Kctd5,167.490071844832,149.08820571257,233.495405056988,188.756130751839
Brie_Kctd5_4,Kctd5,92.8447529385803,90.5281440673926,130.914932015557,122.229297153507
Brie_Mrpl9_1,Mrpl9,161.998921948281,154.087235365207,13.0239406097337,174.31030402763
Brie_Mrpl9_2,Mrpl9,141.063912967677,175.511648162223,93.4041620227951,23.0092767582805
Brie_Mrpl9_3,Mrpl9,319.869481474147,316.912772622528,49.960566163831,164.806470656439
Brie_Mrpl9_4,Mrpl9,172.466426438583,164.977978537023,386.217825741804,90.4864936937314
Brie_Zbtb7a_1,Zbtb7a,192.028647945049,250.31855617847,154.072091041701,58.1734602316844
Brie_Zbtb7a_2,Zbtb7a,104.170249600219,91.9564382538604,56.4675364686978,10.8443700431569
Brie_Zbtb7a_3,Zbtb7a,220.685586467679,249.604409085236,49.960566163831,8.75352670149505
Brie_Zbtb7a_4,Zbtb7a,164.916095330824,145.338933473092,0.584144438664724,12.9352133848188
Brie_Pdcd10_1,Pdcd10,176.069993558195,133.198432888116,22.784396067034,15.2161333939044
Brie_Pdcd10_2,Pdcd10,174.010812346988,164.263831443789,23.5499219852537,6.47260669240938
Brie_Pdcd10_3,Pdcd10,159.596543868539,210.147782184065,9.19631101863558,78.5116636460316
Brie_Pdcd10_4,Pdcd10,225.147145758627,230.500974341231,74.6487770264141,5.71230002271416
Brie_Msmo1_1,Msmo1,155.82137831466,162.121390164088,58.189969784692,0.200076667423805
Brie_Msmo1_2,Msmo1,219.655995862075,200.685333198717,30.0568922901205,1.53061333939044
Brie_Msmo1_3,Msmo1,121.673289895478,145.160396699783,0.392762959109816,5.33214668786655
Brie_Msmo1_4,Msmo1,224.117555153024,172.655059789287,13.7894665279534,4.76191668559513
Brie_Csnk1d_1,Csnk1d,152.904204932117,140.87551414038,1.92381479554908,20.1581267469234
Brie_Csnk1d_2,Csnk1d,176.241591992462,215.682422156628,101.250802684546,197.119504118486
Brie_Csnk1d_3,Csnk1d,139.176330190737,165.513588856949,31.20518116745,24.3398134302471
Brie_Csnk1d_4,Csnk1d,192.715041682118,322.268875821782,15.5118998439475,23.5795067605519
Brie_Zfp706_1,Zfp706,168.86285931897,149.08820571257,249.95421229871,216.507324195714
Brie_Zfp706_2,Zfp706,101.939469954744,104.275475612145,133.211509770216,11.0344467105807
Brie_Zfp706_3,Zfp706,217.082019348067,219.431694396106,69.4814770784316,112.91554044974
Brie_Zfp706_4,Zfp706,153.247401800651,154.801382458441,55.5106290709233,153.972100613282
Brie_Rab5b_1,Rab5b,128.708825700435,146.945764432868,43.2622143794092,261.935647710004
Brie_Rab5b_2,Rab5b,234.585059643326,235.142930447251,60.6779290189058,209.664564168457
Brie_Rab5b_3,Rab5b,132.483991254314,119.272564570056,72.1608177922003,226.201234234328
Brie_Rab5b_4,Rab5b,142.951495744616,131.948675474957,571.66647943051,15.596286728752
Brie_Otub1_1,Otub1,237.330634591602,219.788767942723,1.15828887732945,193.127894102586
Brie_Otub1_2,Otub1,233.72706747199,256.388806470958,20.2964368328202,34.223800136285
Brie_Otub1_3,Otub1,228.06431914117,189.258979706975,20.870581271485,260.795187705461
Brie_Otub1_4,Otub1,186.022702745695,192.829715173144,124.02519875158,94.8582570444789
Brie_Spag7_1,Spag7,209.188491371773,164.620904990406,11.6842702528494,137.245353879987
Brie_Spag7_2,Spag7,257.40765140087,208.005340904364,146.799594818614,113.295693784588
Brie_Spag7_3,Spag7,314.549930011863,254.246365191257,28.9086034127911,10.0840633734617
Brie_Spag7_4,Spag7,193.229836984919,215.860958929936,110.437113703182,41.4467134983896
Brie_Marchf5_1,Marchf5,195.803813498928,200.149722878791,156.177287316805,251.481431001695
Brie_Marchf5_2,Marchf5,147.756251904099,143.19649219339,0.584144438664724,15.596286728752
Brie_Marchf5_3,Marchf5,154.963386143323,160.336022431003,16.8515702008319,0.01
Brie_Marchf5_4,Marchf5,242.135390751085,173.54774365583,258.183615919571,27.9512701112994
Brie_Iqgap1_1,Iqgap1,260.324824783413,208.719487997598,257.035327042241,244.448594307014
Brie_Iqgap1_2,Iqgap1,300.99365370475,294.59567595897,14.7463739257279,90.1063403588838
Brie_Iqgap1_3,Iqgap1,71.3949486551745,34.4675972485341,0.01,21.1085100840424
Brie_Iqgap1_4,Iqgap1,126.992841357762,175.511648162223,0.201381479554908,53.2314668786655
Brie_Ost4_1,Ost4,236.472642420265,265.672718682998,0.584144438664724,14.0756733893616
Brie_Ost4_2,Ost4,188.253482391169,161.942853390779,8.62216657997086,468.358908532256
Brie_Ost4_3,Ost4,249.342524990309,235.142930447251,33.5017589221089,58.3635368991083
Brie_Ost4_4,Ost4,223.945956718757,213.004370557001,0.775525918219632,7.2329133621046
Brie_Eif3l_1,Eif3l,132.483991254314,161.228706297545,84.6006139632693,202.8218041412
Brie_Eif3l_2,Eif3l,112.750171313581,149.445279259187,18.3826220372712,125.650677167135
Brie_Eif3l_3,Eif3l,155.478181446125,127.842329688862,16.4688072417221,40.8764834961182
Brie_Eif3l_4,Eif3l,227.549523838369,261.923446443521,70.8211474353159,45.8184768491371
Brie_Gid8_1,Gid8,233.383870603455,222.288282769041,6.51697030486687,50.760470202156
Brie_Gid8_2,Gid8,284.691802449362,287.454205026631,118.857898803598,377.882414838525
Brie_Gid8_3,Gid8,227.721122272636,208.005340904364,23.3585405056988,13.1252900522426
Brie_Gid8_4,Gid8,211.24767258298,218.717547302872,109.480206305407,238.7462942843
Brie_Sf3b6_1,Sf3b6,111.034186970908,121.236469076449,0.01,0.01
Brie_Sf3b6_2,Sf3b6,119.442510250003,121.772079396374,0.584144438664724,10.0840633734617
Brie_Sf3b6_3,Sf3b6,136.773952110995,115.523292330578,0.201381479554908,6.85276002725699
Brie_Sf3b6_4,Sf3b6,180.874749717678,179.082383628392,16.0860442826123,8.18329669922363
Brie_Stt3b_1,Stt3b,195.975411933195,181.224824908094,166.703268692325,25.6703501022137
Brie_Stt3b_2,Stt3b,260.324824783413,315.484478436061,83.06956212683,63.6856835869748
Brie_Stt3b_3,Stt3b,191.170655773712,136.590631580977,98.5714619707776,72.8093636233175
Brie_Stt3b_4,Stt3b,182.59073406035,240.141960099888,57.8072068255822,21.6787400863138
Brie_Llgl2_1,Llgl2,158.052157960134,206.398509944588,40.3914921860856,113.675847119436
Brie_Llgl2_2,Llgl2,180.70315128341,183.188729414487,162.492876142117,23.1993534257043
Brie_Llgl2_3,Llgl2,177.271182598065,194.615082906229,30.8224182083402,49.4299335301894
Brie_Llgl2_4,Llgl2,233.555469037722,232.821952394241,74.840158505969,164.426317321592
Brie_Ganab_1,Ganab,119.614108684271,133.734043208042,73.3091066695297,281.323467787232
Brie_Ganab_2,Ganab,201.638160264014,163.728221123864,4.7945369888727,21.6787400863138
Brie_Ganab_3,Ganab,226.8631301013,228.358533061529,62.9745067735647,517.778842062446
Brie_Ganab_4,Ganab,263.241998165956,290.489330172875,115.987176610274,45.2482468468657
Brie_Wdr26_1,Wdr26,191.857049510781,193.008251946453,83.8350880450497,27.9512701112994
Brie_Wdr26_2,Wdr26,238.360225197205,229.072680154763,68.7159511602119,59.6940735710749
Brie_Wdr26_3,Wdr26,190.655860470911,239.427813006654,66.4193734055531,123.559833825474
Brie_Wdr26_4,Wdr26,161.484126645479,122.843300036225,11.8756517324043,2.29092000908566
Brie_Tmem127_1,Tmem127,299.792464664879,247.461967805535,60.1037845802411,80.0322769854221
Brie_Tmem127_2,Tmem127,174.52560764979,193.900935812995,350.238107585481,34.0337234688612
Brie_Tmem127_3,Tmem127,319.354686171345,337.801575099619,323.444700447794,44.6780168445943
Brie_Tmem127_4,Tmem127,101.253076217675,89.6354602008503,707.164566955385,3.6214566810523
Brie_Polr1d_1,Polr1d,165.77408750216,146.588690886251,0.96690739777454,0.200076667423805
Brie_Polr1d_2,Polr1d,226.005137929963,221.752672449116,46.5156995318426,0.390153334847611
Brie_Polr1d_3,Polr1d,230.295098786645,254.067828417948,24.5068293830282,69.1979069422652
Brie_Polr1d_4,Polr1d,161.655725079746,138.375999314062,0.584144438664724,19.0176667423805
Brie_Brd2_1,Brd2,178.472371637936,206.934120264513,346.219096514828,461.896301839847
Brie_Brd2_2,Brd2,170.235646793108,230.143900794614,245.361056789392,247.679897653218
Brie_Brd2_3,Brd2,257.750848269404,298.523484971756,1352.31153453498,360.775514770383
Brie_Brd2_4,Brd2,296.703692848069,326.375221607877,373.778029570735,104.362090415669
Brie_Cript_1,Cript,224.117555153024,203.006311251727,5.36868142753742,7.80314336437602
Brie_Cript_2,Cript,175.72679668966,240.141960099888,851.27482106023,388.146554879411
Brie_Cript_3,Cript,165.087693765091,141.768198006923,25.4637367808028,75.0902836324031
Brie_Cript_4,Cript,154.276992406254,156.408213418217,0.584144438664724,5.71230002271416
Brie_Tcea1_1,Tcea1,245.910556304964,288.525425666482,9.5790739777454,67.6772936028747
Brie_Tcea1_2,Tcea1,171.780032701514,141.946734780231,214.357257101497,53.0413902112417
Brie_Tcea1_3,Tcea1,146.555062864228,217.824863436329,78.8591695766221,6.09245335756177
Brie_Tcea1_4,Tcea1,210.218081977377,180.51067781486,1.15828887732945,17.8772067378377
Brie_Nectin1_1,Nectin1,174.52560764979,150.159426352421,105.078432275644,13.1252900522426
Brie_Nectin1_2,Nectin1,152.561008063582,179.082383628392,119.049280283153,41.066560163542
Brie_Nectin1_3,Nectin1,129.395219437504,91.9564382538604,0.201381479554908,12.5550600499712
Brie_Nectin1_4,Nectin1,243.164981356688,190.330200346826,97.0404101343383,4.57184001817133
Brie_Papola_1,Papola,229.265508181041,178.903846855084,51.3002365207153,234.374530933552
Brie_Papola_2,Papola,206.099719554963,205.148752531428,274.259660202183,376.171724831711
Brie_Papola_3,Papola,249.857320293111,186.580928107348,131.680457933777,14.645903391633
Brie_Papola_4,Papola,220.513988033412,214.075591196852,81.7298917699457,477.862741903447
Brie_Uso1_1,Uso1,98.5075012693994,82.8510628151286,0.584144438664724,165.756853993558
Brie_Uso1_2,Uso1,164.058103159488,218.717547302872,0.584144438664724,94.6681803770551
Brie_Uso1_3,Uso1,237.330634591602,231.572194981081,9.19631101863558,0.770306669695222
Brie_Uso1_4,Uso1,136.087558373926,197.471671279164,36.5638625949874,39.9261001589991
Brie_Cul3_1,Cul3,356.076751104536,368.152826562058,74.4573955468592,68.6276769399937
Brie_Cul3_2,Cul3,116.353738433193,111.952556864409,50.7260920820506,51.9009302066989
Brie_Cul3_3,Cul3,236.644240854533,204.434605438194,248.42316046227,43.5375568400514
Brie_Cul3_4,Cul3,140.377519230608,118.379880703513,37.7121514723169,23.0092767582805
Brie_Kpna2_1,Kpna2,228.750712878239,241.391717513047,401.336962626642,559.595708895683
Brie_Kpna2_2,Kpna2,125.27685701509,130.877454835106,24.889592342138,9.51383337119027
Brie_Kpna2_3,Kpna2,179.50196224354,249.782945858545,52.4485253980448,113.105617117164
Brie_Kpna2_4,Kpna2,104.513446468753,141.946734780231,25.4637367808028,4.38176335074752
Brie_Mfn2_1,Mfn2,267.703557456904,298.523484971756,411.480181043052,566.248392255516
Brie_Mfn2_2,Mfn2,162.856914119617,133.91257998135,4.22039255020797,0.200076667423805
Brie_Mfn2_3,Mfn2,153.762197103453,189.437516480283,63.7400326917843,203.011880808624
Brie_Mfn2_4,Mfn2,196.490207235997,166.406272723491,5.56006290709233,82.3131969945077
Brie_Sh3rf1_1,Sh3rf1,207.987302331903,205.684362851354,1354.22534933053,27.381040109028
Brie_Sh3rf1_2,Sh3rf1,299.10607092781,294.417139185662,56.2761549891429,245.208900976709
Brie_Sh3rf1_3,Sh3rf1,200.265372789876,192.11556807991,31.7793256061147,17.8772067378377
Brie_Sh3rf1_4,Sh3rf1,123.732471106685,145.5174702464,298.373726626101,59.8841502384987
Brie_Nup62_1,Nup62,155.134984577591,179.260920401701,67.5676622828825,190.846974093501
Brie_Nup62_2,Nup62,239.561414237076,224.252187275434,997.10750848107,142.757577235278
Brie_Nup62_3,Nup62,221.88677550755,189.258979706975,233.304023577433,50.1902401998846
Brie_Nup62_4,Nup62,81.3476578426748,81.2442318553524,35.6069551972129,0.01
Brie_Supt6_1,Supt6,212.277263188584,214.075591196852,6.51697030486687,3.24130334620469
Brie_Supt6_2,Supt6,123.38927423815,106.417916891846,0.201381479554908,3.6214566810523
Brie_Supt6_3,Supt6,176.413190426729,158.907728244535,0.96690739777454,41.6367901658134
Brie_Supt6_4,Supt6,110.690990102374,103.204254972294,0.201381479554908,23.7695834279757
Brie_Acly_1,Acly,188.253482391169,165.156515310332,66.0366104464432,62.7353002498558
Brie_Acly_2,Acly,184.306718403023,159.086265017844,296.459911830552,105.122397085364
Brie_Acly_3,Acly,213.306853794187,231.215121434464,337.415548455303,141.427040563311
Brie_Acly_4,Acly,127.507636660564,167.477493363342,172.061950119862,37.8352568173373
Brie_Zfp598_1,Zfp598,218.283208387937,167.120419816725,110.437113703182,135.534663873173
Brie_Zfp598_2,Zfp598,271.650321445051,266.208329002924,153.115183643926,26.8108101067566
Brie_Zfp598_3,Zfp598,206.786113292032,217.110716343096,10.9187443346298,60.0742269059225
Brie_Zfp598_4,Zfp598,165.77408750216,191.579957759985,261.628482551559,32.1329567946231
Brie_Mzt1_1,Mzt1,292.070535122853,347.621097631585,177.03786858829,118.807917139878
Brie_Mzt1_2,Mzt1,211.762467885782,174.797501068989,0.392762959109816,0.390153334847611
Brie_Mzt1_3,Mzt1,246.253753173499,228.894143381454,604.966856873064,159.484323968573
Brie_Mzt1_4,Mzt1,100.909879349141,121.236469076449,0.392762959109816,5.33214668786655
Brie_Ostc_1,Ostc,189.626269865307,235.678540767176,292.05813780079,97.8994837232598
Brie_Ostc_2,Ostc,233.212272169188,183.724339734412,0.584144438664724,23.3894300931281
Brie_Ostc_3,Ostc,159.596543868539,158.729191471227,13.9808480075083,25.4802734347899
Brie_Ostc_4,Ostc,134.199975596987,139.447219953913,0.201381479554908,6.09245335756177
Brie_Atp5e_1,Atp5e,242.650186053886,275.492241214964,75.0315399855239,11.6046767128521
Brie_Atp5e_2,Atp5e,188.768277693971,151.766257312197,14.1722294870632,116.336920463369
Brie_Atp5e_3,Atp5e,255.348470189663,248.890261992003,4.60315550931779,49.4299335301894
Brie_Atp5e_4,Atp5e,124.418864843754,140.518440593763,87.6627176361478,320.479261276536
Brie_Atp6v0e_1,Atp6v0e,290.697747648715,264.958571589765,9.96183693685521,24.9100434325185
Brie_Atp6v0e_2,Atp6v0e,211.590869451515,213.539980876926,204.405420164642,37.074950147642
Brie_Atp6v0e_3,Atp6v0e,186.194301179962,249.24733553862,0.96690739777454,33.6535701340135
Brie_Atp6v0e_4,Atp6v0e,263.070399731689,303.87958817101,239.236849443635,13.3153667196664
Brie_Cks2_1,Cks2,158.738551697203,163.728221123864,0.96690739777454,39.7360234915753
Brie_Cks2_2,Cks2,211.762467885782,235.142930447251,66.0366104464432,57.9833835642606
Brie_Cks2_3,Cks2,142.09350357328,140.87551414038,62.9745067735647,65.2062969263653
Brie_Cks2_4,Cks2,125.448455449357,156.229676644908,23.9326849443635,92.767413702817
Brie_Rtf2_1,Rtf2,115.152549393322,118.915491023439,0.201381479554908,0.01
Brie_Rtf2_2,Rtf2,230.466697220912,231.036584661156,150.053079971048,48.2894735256466
Brie_Rtf2_3,Rtf2,216.738822479532,230.500974341231,9.00492953908067,34.9841068059802
Brie_Rtf2_4,Rtf2,251.401706201516,253.532218098023,75.0315399855239,35.3642601408278
Brie_Fam32a_1,Fam32a,268.904746496775,269.779064469093,65.2710845282236,15.0260567264806
Brie_Fam32a_2,Fam32a,170.407245227376,239.070739460037,100.868039725436,10.6542933757331
Brie_Fam32a_3,Fam32a,249.514123424576,269.779064469093,0.392762959109816,128.88198051334
Brie_Fam32a_4,Fam32a,233.383870603455,257.460027110809,0.584144438664724,19.3978200772282
Brie_Ubc_1,Ubc,92.8447529385803,85.707651188064,7.85664066175122,26.430656771909
Brie_Ubc_2,Ubc,180.188355980609,222.288282769041,0.392762959109816,3.6214566810523
Brie_Ubc_3,Ubc,231.496287826515,244.069769112674,16.660188721277,52.8513135438179
Brie_Ubc_4,Ubc,86.1524140021577,111.595483317792,0.01,0.200076667423805
Brie_Cebpg_1,Cebpg,174.354009215522,201.935090611876,0.584144438664724,129.832363850459
Brie_Cebpg_2,Cebpg,197.005002538799,200.3282596521,689.557470836333,131.923207192121
Brie_Cebpg_3,Cebpg,259.638431046344,267.279549642775,292.632282239454,172.409537353391
Brie_Cebpg_4,Cebpg,156.850968920263,175.86872170884,142.589202268406,17.1169000681425
Brie_Sumo2_1,Sumo2,231.496287826515,191.401420986676,118.475135844488,24.9100434325185
Brie_Sumo2_2,Sumo2,171.608434267246,159.264801791152,7.2824962230865,4.76191668559513
Brie_Sumo2_3,Sumo2,134.886369334056,128.199403235479,0.392762959109816,5.71230002271416
Brie_Sumo2_4,Sumo2,59.897853559269,46.4295610602014,0.01,0.01
Brie_Vmp1_1,Vmp1,190.827458905178,197.828744825781,1.15828887732945,39.1657934893039
Brie_Vmp1_2,Vmp1,146.898259732763,203.006311251727,0.201381479554908,0.01
Brie_Vmp1_3,Vmp1,163.88650472522,203.720458344961,122.685528394696,140.85681056104
Brie_Vmp1_4,Vmp1,158.395354828668,154.622845685132,0.775525918219632,22.8192000908566
Brie_Zfp207_1,Zfp207,223.774358284489,173.190670109213,149.670317011938,0.01
Brie_Zfp207_2,Zfp207,259.295234177809,276.741998628123,0.775525918219632,438.706948414143
Brie_Zfp207_3,Zfp207,70.1937596153038,85.8861879613725,247.083490105386,123.559833825474
Brie_Zfp207_4,Zfp207,159.768142302806,151.230646992271,717.11640389224,38.4054868196087
Brie_Frg1_1,Frg1,201.29496339548,150.695036672346,82.8781806472751,61.4047635778891
Brie_Frg1_2,Frg1,167.6616702791,170.512618509586,0.584144438664724,268.968484404685
Brie_Frg1_3,Frg1,196.147010367463,152.837477952048,310.622141317616,374.65111149232
Brie_Frg1_4,Frg1,140.720716099142,154.622845685132,26.4206441785773,3.6214566810523
Brie_Yap1_1,Yap1,103.998651165951,97.1340046798059,6.32558882531196,83.4536569990506
Brie_Yap1_2,Yap1,221.200381770481,218.89608407618,32.5448515243343,18.2573600726853
Brie_Yap1_3,Yap1,97.4779106637959,79.4588641222677,13.4067035688436,0.01
Brie_Yap1_4,Yap1,215.194436571127,226.216091781827,68.9073326397669,138.956043886802
Brie_Supt4a_1,Supt4a,220.857184901946,301.201536571383,69.0987141193218,24.5298900976709
Brie_Supt4a_2,Supt4a,127.336038226297,141.232587686997,0.775525918219632,6.85276002725699
Brie_Supt4a_3,Supt4a,257.064454532335,233.536099487474,129.958024617782,9.32375670376646
Brie_Supt4a_4,Supt4a,179.158765375005,178.903846855084,0.584144438664724,39.5459468241515
Brie_Tsen34_1,Tsen34,156.164575183194,188.544832613741,55.3192475913684,0.01
Brie_Tsen34_2,Tsen34,151.874614326513,113.202314277568,86.5144287588184,415.897748323286
Brie_Tsen34_3,Tsen34,84.264831225218,90.8852176140096,6.13420734575705,24.3398134302471
Brie_Tsen34_4,Tsen34,160.111339171341,191.044347440059,118.283754364933,36.8848734802182
Brie_Cks1b_1,Cks1b,136.087558373926,205.862899624662,525.926305816887,35.7444134756754
Brie_Cks1b_2,Cks1b,126.134849186426,120.165248436598,0.584144438664724,6.66268335983319
Brie_Cks1b_3,Cks1b,147.756251904099,173.190670109213,0.584144438664724,9.32375670376646
Brie_Cks1b_4,Cks1b,165.259292199358,122.664763262917,581.0441719287,3.6214566810523
Brie_Bcl2l1_1,Bcl2l1,121.330093026943,111.952556864409,0.201381479554908,0.200076667423805
Brie_Bcl2l1_2,Bcl2l1,137.803542716599,164.263831443789,0.392762959109816,5.90237669013797
Brie_Bcl2l1_3,Bcl2l1,117.726525907331,127.842329688862,172.061950119862,0.01
Brie_Bcl2l1_4,Bcl2l1,138.661534887935,106.596453665155,28.3344589741264,29.0917301158422
Brie_Serbp1_1,Serbp1,66.0753971928899,70.1749519102274,0.392762959109816,3.81153334847611
Brie_Serbp1_2,Serbp1,200.265372789876,202.64923770511,137.804665279534,55.8925402225988
Brie_Serbp1_3,Serbp1,115.32414782759,127.842329688862,0.775525918219632,29.281806783266
Brie_Serbp1_4,Serbp1,233.212272169188,205.148752531428,9.5790739777454,22.439046756009
Brie_Mrpl12_1,Mrpl12,200.951766526946,199.614112558866,0.392762959109816,21.48866341889
Brie_Mrpl12_2,Mrpl12,218.11160995367,187.830685520507,0.392762959109816,24.7199667650947
Brie_Mrpl12_3,Mrpl12,192.54344324785,234.428783354017,0.392762959109816,1.15046000454283
Brie_Mrpl12_4,Mrpl12,213.478452228454,224.609260822051,2754.18087227468,593.239279029697
Brie_Mybbp1a_1,Mybbp1a,213.478452228454,271.564432202178,34.6500477994383,11.2245233780045
Brie_Mybbp1a_2,Mybbp1a,133.34198342565,157.300897284759,143.928872625291,18.0672834052615
Brie_Mybbp1a_3,Mybbp1a,271.993518313585,249.24733553862,656.448474873334,29.0917301158422
Brie_Mybbp1a_4,Mybbp1a,138.833133322202,121.415005849757,109.480206305407,8.75352670149505
Brie_Sox9_1,Sox9,269.762738668111,226.930238875061,59.9124031006862,20.1581267469234
Brie_Sox9_2,Sox9,127.507636660564,138.733072860679,530.32807984665,20.7283567491948
Brie_Sox9_3,Sox9,208.15890076617,210.683392503991,77.3281177401828,30.6123434552327
Brie_Sox9_4,Sox9,389.023650483848,368.688436881984,779.50676622714,149.980490597382
Brie_Dnajb6_1,Dnajb6,176.241591992462,183.188729414487,6.32558882531196,47.7192435233751
Brie_Dnajb6_2,Dnajb6,145.697070692892,170.691155282894,33.8845218812187,39.5459468241515
Brie_Dnajb6_3,Dnajb6,146.211865995694,109.095968491473,158.473865071464,4.95199335301894
Brie_Dnajb6_4,Dnajb6,85.8092171336232,80.1730112155016,27.1861700967969,46.9589368536799
Brie_Pptc7_1,Pptc7,206.957711726299,178.011162988541,341.243178046401,121.278913816388
Brie_Pptc7_2,Pptc7,223.774358284489,235.142930447251,23.7413034648086,414.757288318743
Brie_Pptc7_3,Pptc7,222.058373941817,350.47768600452,445.737465883381,629.924075842491
Brie_Pptc7_4,Pptc7,245.052564133628,274.063947028496,115.413032171609,547.810955515407
Brie_Hmgn2_1,Hmgn2,279.715447855612,273.349799935263,431.575236396317,367.61827479764
Brie_Hmgn2_2,Hmgn2,244.022973528024,271.564432202178,1361.88060851272,513.97730871397
Brie_Hmgn2_3,Hmgn2,139.691125493539,172.655059789287,45.750173613623,5.71230002271416
Brie_Hmgn2_4,Hmgn2,151.016622155177,181.046288134785,0.201381479554908,0.01
Brie_Apex1_1,Apex1,199.064183750006,233.536099487474,62.4003623349,69.9582136119604
Brie_Apex1_2,Apex1,251.230107767249,230.858047887847,97.2317916138932,13.8855967219378
Brie_Apex1_3,Apex1,188.939876128238,178.546773308467,23.3585405056988,19.3978200772282
Brie_Apex1_4,Apex1,265.987573114232,251.746850364938,94.5524509001245,84.974270338441
Brie_Txnrd1_1,Txnrd1,117.554927473064,126.592572275703,7.09111474353159,0.200076667423805
Brie_Txnrd1_2,Txnrd1,163.371709422419,145.338933473092,1.54105183643926,0.200076667423805
Brie_Txnrd1_3,Txnrd1,178.472371637936,141.232587686997,37.9035329518718,5.33214668786655
Brie_Txnrd1_4,Txnrd1,252.602895241387,227.644385968295,2.11519627510399,4.57184001817133
Brie_Szrd1_1,Szrd1,202.324554001083,241.570254286355,233.878168016097,93.7177970399361
Brie_Szrd1_2,Szrd1,171.951631135781,168.90578754981,96.8490286547834,53.8016968809369
Brie_Szrd1_3,Szrd1,287.780574266172,207.112657037821,256.078419644467,60.4543802407701
Brie_Szrd1_4,Szrd1,178.129174769402,157.479434058068,13.4067035688436,63.1154535847034
Brie_Trp63_1,Trp63,242.306989185352,257.281490337501,57.4244438664724,56.652846892294
Brie_Trp63_2,Trp63,257.064454532335,261.209299350287,126.704539465349,56.0826168900226
Brie_Trp63_3,Trp63,206.442916423497,170.691155282894,23.7413034648086,58.7436902339559
Brie_Trp63_4,Trp63,219.141200559274,259.602468390511,123.259672833361,122.419373820931
Brie_Eaf1_1,Eaf1,250.372115595912,246.569283938993,0.392762959109816,9.13368003634266
Brie_Eaf1_2,Eaf1,133.685180294185,132.127212248265,620.277375237457,22.6291234234328
Brie_Eaf1_3,Eaf1,250.372115595912,255.317585831107,7.2824962230865,7.42299002952841
Brie_Eaf1_4,Eaf1,192.028647945049,220.145841489339,1.92381479554908,20.538280081771
Brie_Vbp1_1,Vbp1,158.91015013147,177.475552668616,0.201381479554908,6.66268335983319
Brie_Vbp1_2,Vbp1,212.448861622851,207.29119381113,1.73243331599417,17.6871300704139
Brie_Vbp1_3,Vbp1,166.803678107763,157.479434058068,30.0568922901205,26.430656771909
Brie_Vbp1_4,Vbp1,108.975005759701,117.308660063663,6.13420734575705,0.01
Brie_Mob4_1,Mob4,84.7796265280197,74.2812976963222,0.392762959109816,0.200076667423805
Brie_Mob4_2,Mob4,216.738822479532,237.106834953644,68.1418067215472,23.3894300931281
Brie_Mob4_3,Mob4,228.407516009705,197.828744825781,78.8591695766221,79.0818936483031
Brie_Mob4_4,Mob4,208.15890076617,182.474582321253,163.832546499001,27.7611934438756
Brie_Sarnp_1,Sarnp,228.407516009705,224.252187275434,104.12152487787,49.4299335301894
Brie_Sarnp_2,Sarnp,205.584924252161,196.936060959239,94.5524509001245,39.3558701567277
Brie_Sarnp_3,Sarnp,216.910420913799,234.785856900634,15.3205183643926,50.3803168673084
Brie_Sarnp_4,Sarnp,194.259427590523,191.579957759985,1451.63852242398,199.400424127572
Brie_Tomm20_1,Tomm20,232.354279997852,268.886380602551,8.23940362086104,18.8275900749567
Brie_Tomm20_2,Tomm20,166.632079673496,186.223854560731,46.1329365727328,0.200076667423805
Brie_Tomm20_3,Tomm20,212.792058491385,183.545802961104,0.584144438664724,15.2161333939044
Brie_Tomm20_4,Tomm20,246.253753173499,295.488359825512,253.399078930698,326.941867968945
Brie_Timm23_1,Timm23,182.59073406035,175.86872170884,5.17729994798251,11.9848300476997
Brie_Timm23_2,Timm23,125.27685701509,109.274505264782,0.01,8.75352670149505
Brie_Timm23_3,Timm23,134.028377162719,153.551625045281,0.584144438664724,0.200076667423805
Brie_Timm23_4,Timm23,178.472371637936,205.862899624662,15.1291368848377,12.1749067151235
Brie_Thap12_1,Thap12,197.176600973066,189.973126800209,54.9364846322586,81.5528903248125
Brie_Thap12_2,Thap12,237.845429894403,258.888321297277,368.610729622753,16.3565933984473
Brie_Thap12_3,Thap12,180.874749717678,143.910639286624,140.484005993302,116.717073798217
Brie_Thap12_4,Thap12,201.809758698282,172.29798624267,35.2241922381031,5.52222335529036
Chopchop_Wapl_1,Wapl,191.170655773712,216.932179569787,9.5790739777454,23.9596600953995
Chopchop_Wapl_2,Wapl,201.466561829747,276.741998628123,28.3344589741264,48.4795501930704
