gRNA,gene,T0_F,T0_M,T1_F,T1_M
Brie_Adam10_1,Adam10,139.862723927806,164.977978537023,1531.82736235748,607.87518242133
Brie_Adam10_2,Adam10,205.241727383627,212.290223463767,1522.64105133885,235.514990938095
Brie_Adam10_3,Adam10,179.845159112074,237.820982046878,1424.46235232718,749.862452986912
Brie_Adam10_4,Adam10,267.531959022637,258.174174204043,2002.05165762389,2201.09780876767
Brie_Adnp_1,Adnp,149.300637812504,146.053080566326,262.202626990224,662.807339306809
Brie_Adnp_2,Adnp,216.052428742463,225.680481461902,213.017586744613,364.386971451435
Brie_Adnp_3,Adnp,163.543307856686,168.90578754981,327.846474477557,433.194725058853
Brie_Adnp_4,Adnp,180.874749717678,123.021836809534,469.086006389079,440.227561753533
Brie_Agap1_1,Agap1,187.223891785566,202.827774478418,496.836320924541,686.186769399937
Brie_Agap1_2,Agap1,233.040673734921,226.394628555136,67.3762808033276,349.18083805753
Brie_Agap1_3,Agap1,232.869075300653,201.935090611876,318.086019020257,687.32722940448
Brie_Agap1_4,Agap1,223.774358284489,241.748791059664,912.134131558691,329.602941312879
Brie_Ago2_1,Ago2,264.443187205827,255.139049057799,740.656325877494,525.95213876167
Brie_Ago2_2,Ago2,145.010676955823,179.439457175009,192.157005473128,685.046309395395
Brie_Ago2_3,Ago2,175.555198255393,155.694066324983,540.47129826306,413.616828314201
Brie_Ago2_4,Ago2,148.785842509703,174.976037842297,335.884496618863,667.369179324981
Brie_Arih2_1,Arih2,189.45467143104,179.439457175009,341.434559525956,1216.12051817751
Brie_Arih2_2,Arih2,297.733283453672,285.668837293547,1155.37999207298,2289.67353578716
Brie_Arih2_3,Arih2,227.549523838369,258.352710977351,2567.58392970865,1934.23016770464
Brie_Arih2_4,Arih2,84.6080280937525,143.553565740007,188.520757361584,144.658343909516
Brie_Ass1_1,Ass1,164.916095330824,197.293134505856,384.49539242581,653.683659270467
Brie_Ass1_2,Ass1,123.38927423815,146.945764432868,318.660163458922,553.133102203274
Brie_Ass1_3,Ass1,226.519933232765,212.468760237075,511.189931891159,62.7353002498558
Brie_Ass1_4,Ass1,172.63802487285,221.21706212919,345.070807637499,118.427763805031
Brie_Atp2c1_1,Atp2c1,243.67977665949,213.004370557001,2157.07065606337,3832.33576859876
Brie_Atp2c1_2,Atp2c1,191.170655773712,169.084324323118,1940.42682120721,3480.12370386245
Brie_Atp2c1_3,Atp2c1,286.579385226301,277.813219267974,4561.97032815034,5241.75425754628
Brie_Atp2c1_4,Atp2c1,401.207139316822,345.8357298985,4855.93228074668,4511.2896246366
Brie_Bap1_1,Bap1,305.283614561431,240.141960099888,1688.3774126334,869.040523461638
Brie_Bap1_2,Bap1,132.312392820047,134.091116754659,1265.2329613375,256.613501022137
Brie_Bap1_3,Bap1,324.159442330828,294.774212732279,1141.21776258592,1264.39999170315
Brie_Bap1_4,Bap1,225.833539495696,206.577046717896,716.159496494465,1463.03010916103
Brie_Bmpr1a_1,Bmpr1a,103.48385586315,117.130123290354,3751.46976223531,85.1643470058648
Brie_Bmpr1a_2,Bmpr1a,204.898530515092,213.182907330309,113.88198033517,581.834678984268
Brie_Bmpr1a_3,Bmpr1a,217.082019348067,158.907728244535,671.567611758172,45.0581701794419
Brie_Bmpr1a_4,Bmpr1a,183.620324665954,176.582868802074,35.415573717658,96.5689470512932
Chopchop_Ccdc25_1,Ccdc25,188.253482391169,216.039495703245,611.473827177931,157.203403959487
Chopchop_Ccdc25_2,Ccdc25,158.223756394401,168.191640456576,208.23304975574,619.659935801606
Chopchop_Ccdc25_3,Ccdc25,174.010812346988,190.151663573517,1404.75005993302,1302.79547852276
Chopchop_Ccdc25_4,Ccdc25,167.318473410565,192.829715173144,1012.60940832502,214.226404186629
Brie_Ccdc71l_1,Ccdc71l,224.97554732436,230.143900794614,573.580294226059,565.678162253245
Brie_Ccdc71l_2,Ccdc71l,312.490748800656,262.994667083372,334.353444782424,444.029095102009
Brie_Ccdc71l_3,Ccdc71l,267.188762154103,204.434605438194,1933.34570646368,93.1475670376646
Brie_Ccdc71l_4,Ccdc71l,161.655725079746,236.571224633718,349.663963146817,352.222064736311
Brie_Cdkn1a_1,Cdkn1a,232.354279997852,233.893173034091,1633.25954652158,321.239567946231
Brie_Cdkn1a_2,Cdkn1a,324.502639199363,285.847374066855,1772.77664511711,324.851024627283
Brie_Cdkn1a_3,Cdkn1a,370.662618017252,407.073843143304,1472.11634073635,1318.00161191667
Brie_Cdkn1a_4,Cdkn1a,213.478452228454,219.788767942723,136.464994922649,424.831351692205
Brie_Chek2_1,Chek2,162.342118816815,142.12527155354,224.309094038352,335.875471337864
Brie_Chek2_2,Chek2,185.336309008626,141.589661233614,432.340762314537,625.36223582432
Brie_Chek2_3,Chek2,189.797868299574,200.863869972025,545.447216731488,517.96891872987
Brie_Chek2_4,Chek2,225.318744192894,196.221913866005,300.67030438076,615.858402453129
Brie_Chuk_1,Chuk,199.578979052808,197.471671279164,4192.41269112981,5710.10316607854
Brie_Chuk_2,Chuk,176.413190426729,196.221913866005,2871.49771924184,985.367443925007
Brie_Chuk_3,Chuk,213.478452228454,215.325348610011,2187.30892983304,1818.28340057612
Brie_Chuk_4,Chuk,189.797868299574,187.652148747199,3068.23788022428,1967.49358450381
Brie_Cop1_1,Cop1,285.378196186431,209.255098317523,1085.52575203544,1125.8341011512
Brie_Cop1_2,Cop1,168.691260884703,178.368236535158,863.140472792635,1335.10851198481
Brie_Cop1_3,Cop1,200.608569658411,162.121390164088,686.495367163455,640.188215883377
Brie_Cop1_4,Cop1,247.969737516171,205.862899624662,804.386358569278,263.456261049394
Brie_Cops7a_1,Cops7a,137.631944282332,156.586750191525,626.975727021878,1853.82773738437
Brie_Cops7a_2,Cops7a,222.916366113153,195.150693226154,368.993492581862,93.3376437050885
Brie_Cops7a_3,Cops7a,200.780168092678,182.117508774636,663.912352575976,1693.40303007868
Brie_Cops7a_4,Cops7a,368.775035240312,381.90015810681,1754.40402307984,2777.79041773149
Brie_Crebbp_1,Crebbp,207.987302331903,239.963423326579,455.497921340681,104.362090415669
Brie_Crebbp_2,Crebbp,243.851375093757,239.249276233345,435.59424746697,601.982805731192
Brie_Crebbp_3,Crebbp,214.508042834058,218.003400209638,504.874343065847,191.227127428348
Brie_Crebbp_4,Crebbp,194.43102602479,227.644385968295,37.329388513207,50.5703935347322
Brie_Cul5_1,Cul5,81.6908547112093,72.8530035098544,952.324242265222,653.303505935619
Brie_Cul5_2,Cul5,59.7262551250017,76.0666654294068,761.134144189869,639.998139215953
Brie_Cul5_3,Cul5,162.513717251082,194.43654613292,514.634798523147,1934.04009103722
Brie_Cul5_4,Cul5,275.253888564663,285.133226973621,2026.35710552737,1052.65458419303
Brie_Det1_1,Det1,266.330769982766,243.534158792749,284.977023057258,264.406644386513
Brie_Det1_2,Det1,206.099719554963,251.56831359163,125.939013547129,261.74557104258
Brie_Det1_3,Det1,322.100261119621,287.63274179994,1302.36096837115,648.3615125826
Brie_Det1_4,Det1,144.152684784487,169.97700818966,42.4966884611896,274.670784427399
Brie_Dhcr24_1,Dhcr24,302.538039613155,331.374251260514,1026.77163781208,1669.64344665071
Brie_Dhcr24_2,Dhcr24,258.952037309275,220.681451809265,1174.13537706936,520.249838738955
Brie_Dhcr24_3,Dhcr24,211.419271017248,196.75752418593,234.452312454762,596.470582375901
Brie_Dhcr24_4,Dhcr24,239.733012671343,251.032703271704,904.478872376495,199.020270792724
Brie_Dlc1_1,Dlc1,216.910420913799,245.319526525833,618.554941921462,293.108221167508
Brie_Dlc1_2,Dlc1,267.875155891172,322.447412595091,606.497908709503,330.363247982574
Brie_Dlc1_3,Dlc1,208.845294503239,191.579957759985,825.055558361208,317.247957930331
Brie_Dlc1_4,Dlc1,336.686128032337,324.589853874792,631.951645490306,467.598601862561
Brie_Dpp8_1,Dpp8,273.194707353456,292.096161132652,718.456074249124,745.680766303589
Brie_Dpp8_2,Dpp8,223.259562981688,202.64923770511,715.202589096691,210.614947505576
Brie_Dpp8_3,Dpp8,125.448455449357,110.524262677941,292.05813780079,259.084497698647
Brie_Dpp8_4,Dpp8,204.040538343756,196.400450639313,436.933917823855,194.838584109401
Brie_Dsg3_1,Dsg3,144.495881653021,119.094027796747,268.709597295091,53.2314668786655
Brie_Dsg3_2,Dsg3,141.750306704746,153.194551498664,219.715938529034,822.091586607958
Brie_Dsg3_3,Dsg3,229.608705049576,219.074620849489,1734.30896772658,1079.45539429979
Brie_Dsg3_4,Dsg3,213.821649096989,208.005340904364,240.576519800519,261.935647710004
Brie_Egln3_1,Egln3,314.549930011863,266.565402549541,2729.87542437121,895.0810268987
Brie_Egln3_2,Egln3,331.709773438587,329.767420300738,936.439579462164,1338.91004533329
Brie_Egln3_3,Egln3,108.975005759701,102.668644652368,993.854023328637,122.229297153507
Brie_Egln3_4,Egln3,200.780168092678,216.396569249862,1155.57137355253,1167.27081464959
Brie_Enc1_1,Enc1,164.229701593755,136.590631580977,71.7780548330905,137.625507214835
Brie_Enc1_2,Enc1,62.1286332047432,68.9251944970682,1054.33057086799,803.273996533002
Brie_Enc1_3,Enc1,242.478587619619,243.891232339366,2186.35202243527,878.164203497981
Brie_Enc1_4,Enc1,238.531823631472,239.784886553271,1940.42682120721,614.90801911601
Brie_Epha2_1,Epha2,208.502097634704,126.056961955778,309.856615399396,214.036327519205
Brie_Epha2_2,Epha2,295.159306939664,279.241513454442,698.935163334524,680.294392709799
Brie_Epha2_3,Epha2,372.893397662726,320.662044862006,1100.45350744072,449.921471792147
Brie_Epha2_4,Epha2,67.1049877984933,72.4959299632375,323.253318968239,56.652846892294
Brie_Etl4_1,Etl4,276.969872907336,321.911802275165,709.461144710044,577.272838966097
Brie_Etl4_2,Etl4,159.596543868539,193.900935812995,249.95421229871,778.754106435331
Brie_Etl4_3,Etl4,230.123500352377,199.257039012249,1286.47630556809,1087.43861433159
Brie_Etl4_4,Etl4,237.330634591602,237.999518820186,118.666517324043,1067.29048758467
Brie_F11r_1,F11r,181.561143454747,164.442368217098,1170.69051043737,1193.12124141923
Brie_F11r_2,F11r,133.685180294185,150.695036672346,1365.51685662427,1041.24998414761
Brie_F11r_3,F11r,123.560872672417,164.620904990406,695.68167818209,3727.60352484825
Brie_F11r_4,F11r,147.06985816703,147.83844829941,653.386371200456,1261.5488416918
Brie_Fat1_1,Fat1,248.312934384706,235.857077540485,3157.61303117643,2451.61885643224
Brie_Fat1_2,Fat1,251.401706201516,212.111686690458,2892.16691903377,1832.72922730033
Brie_Fat1_3,Fat1,276.798274473068,229.608290474688,2579.44958144105,3798.3120451299
Brie_Fat1_4,Fat1,234.92825651186,218.539010529563,1927.03011763837,1237.78925826382
Brie_Flcn_1,Flcn,329.993789095915,286.918594706706,2415.8184164216,2712.02389080286
Brie_Flcn_2,Flcn,135.915959939659,163.906757897172,1830.9566149018,3349.73111000972
Brie_Flcn_3,Flcn,145.868669127159,134.626727074584,3701.90195903058,2695.10706740214
Brie_Flcn_4,Flcn,357.449538578674,299.951779158224,3181.34433464123,6785.17679702758
Brie_Fnip1_1,Fnip1,208.330499200437,186.223854560731,574.728583103388,341.577771360578
Brie_Fnip1_2,Fnip1,306.999598904104,291.739087586035,27.7603145354616,248.630280990337
Brie_Fnip1_3,Fnip1,144.667480087289,132.305749021574,378.753948039163,266.497487728175
Brie_Fnip1_4,Fnip1,206.099719554963,134.269653527967,168.617083487874,497.060485313251
Brie_Fubp1_1,Fubp1,193.744632287721,185.509707467497,488.032772865015,228.672230910838
Brie_Fubp1_2,Fubp1,153.590598669185,124.985741315927,454.349632463351,114.626230456555
Brie_Fubp1_3,Fubp1,288.466968003241,269.600527695785,679.605633899478,961.227707162184
Brie_Fubp1_4,Fubp1,138.146739585133,164.620904990406,0.584144438664724,326.371637966674
Brie_Gapvd1_1,Gapvd1,194.087829156256,204.434605438194,657.022619311999,448.400858452757
Brie_Gapvd1_2,Gapvd1,212.963656925653,209.790708637448,52.2571439184899,429.5832683778
Brie_Gapvd1_3,Gapvd1,238.531823631472,213.718517650235,129.383880179118,170.31869401173
Brie_Gapvd1_4,Gapvd1,303.567630218759,345.8357298985,646.305256456924,486.986421939789
Brie_Gdi2_1,Gdi2,176.069993558195,189.7945900269,61.0606919780156,177.731684041258
Brie_Gdi2_2,Gdi2,291.898936688586,332.98108222029,249.762830819155,657.105039284095
Brie_Gdi2_3,Gdi2,84.264831225218,85.5291144147556,21.8274886692595,244.25851763959
Brie_Gdi2_4,Gdi2,95.9335247553907,107.310600758389,259.71466775601,0.01
Brie_Gpaa1_1,Gpaa1,189.283072996773,246.390747165684,231.390208781884,543.819345499507
Brie_Gpaa1_2,Gpaa1,204.38373521229,204.97021575812,494.539743169882,1363.23985876353
Brie_Gpaa1_3,Gpaa1,293.271724162724,294.774212732279,262.585389949334,552.94302553585
Brie_Gpaa1_4,Gpaa1,226.519933232765,254.781975511182,892.804602123645,929.104750367561
Brie_Gpatch8_1,Gpatch8,176.927985729531,182.117508774636,462.579036084212,116.90715046564
Brie_Gpatch8_2,Gpatch8,223.774358284489,249.604409085236,1356.71330856474,1459.22857581255
Brie_Gpatch8_3,Gpatch8,133.685180294185,128.199403235479,735.489025929511,392.708394897582
Brie_Gpatch8_4,Gpatch8,224.632350455826,239.249276233345,389.662692373793,920.361223666066
Brie_Grhl3_1,Grhl3,159.081748565737,203.006311251727,230.816064343219,581.644602316845
Brie_Grhl3_2,Grhl3,173.152820175652,188.723369387049,598.268505088642,858.206153418481
Brie_Grhl3_3,Grhl3,285.549794620698,311.021059103349,444.206414046941,1803.26734384964
Brie_Grhl3_4,Grhl3,224.460752021558,188.009222293815,1633.45092800114,263.836414384242
Chopchop_Gxylt1_1,Gxylt1,295.845700676733,304.415198490936,701.040359609628,566.248392255516
Chopchop_Gxylt1_2,Gxylt1,263.756793468758,251.032703271704,1298.53333878005,708.235662821099
Chopchop_Gxylt1_3,Gxylt1,257.236052966602,241.927327832972,1071.93766698704,1291.58095514476
Chopchop_Gxylt1_4,Gxylt1,255.176871755395,254.424901964565,1495.46488124205,454.293235142895
Brie_Hectd1_1,Hectd1,136.259156808194,183.545802961104,110.628495182737,351.461758066616
Brie_Hectd1_2,Hectd1,295.330905373931,243.891232339366,431.192473437208,900.59325025399
Brie_Hectd1_3,Hectd1,127.679235094831,125.699888409161,145.07716150262,130.212517185307
Brie_Hectd1_4,Hectd1,238.875020500007,164.442368217098,110.054350744072,187.80574741472
Brie_Hes1_1,Hes1,62.3002316390104,68.2110474038343,131.106313495112,758.22582635356
Brie_Hes1_2,Hes1,214.508042834058,218.181936982946,2200.89701488144,1018.25070738933
Brie_Hes1_3,Hes1,264.271588771559,271.564432202178,2522.22651905413,3570.41012088876
Brie_Hes1_4,Hes1,264.614785640094,263.17320385668,1306.57136092136,1408.66818227782
Brie_Hnrnpm_1,Hnrnpm,193.401435419187,176.225795255457,886.297631818779,964.459010508389
Brie_Hnrnpm_2,Hnrnpm,213.650050662722,225.144871141977,1644.55105381532,582.40490898654
Brie_Hnrnpm_3,Hnrnpm,275.082290130396,275.135167668347,884.766579982339,2753.46060430125
Brie_Hnrnpm_4,Hnrnpm,181.389545020479,230.500974341231,502.769146790743,1076.41416762101
Brie_Hspbap1_1,Hspbap1,268.046754325439,246.569283938993,1647.99592044731,241.217290960809
Brie_Hspbap1_2,Hspbap1,125.105258580823,184.259950054338,236.748890209421,264.786797721361
Brie_Hspbap1_3,Hspbap1,210.04648354311,194.079472586303,120.197569160482,440.797791755805
Brie_Hspbap1_4,Hspbap1,151.531417457979,200.863869972025,560.566353616325,1713.93131016045
Brie_Icmt_1,Icmt,216.395625610998,224.252187275434,270.62341209064,1518.91264938363
Brie_Icmt_2,Icmt,128.194030397633,164.085294670481,502.577765311188,838.438180006406
Brie_Icmt_3,Icmt,315.922717486001,281.919565054069,3131.20238699785,1118.42111112167
Brie_Icmt_4,Icmt,228.922311312507,204.434605438194,98.3800804912227,1398.97427223921
Brie_Ikbkb_1,Ikbkb,209.016892937506,163.371147577247,2463.28102335122,540.017812151031
Brie_Ikbkb_2,Ikbkb,280.230243158413,309.77130169019,871.944020852161,1951.14699110536
Brie_Ikbkb_3,Ikbkb,235.443051814662,270.493211562327,634.05684176541,796.431236505745
Brie_Ikbkb_4,Ikbkb,255.691667058197,257.102953564192,1809.52188919165,1051.13397085364
Brie_Irf6_1,Irf6,226.691531667032,314.770331342827,8566.24502487768,1027.94461742794
Brie_Irf6_2,Irf6,190.484262036643,222.645356315658,3752.04390667397,3642.06902450754
Brie_Irf6_3,Irf6,226.005137929963,257.102953564192,1961.2874024787,1993.15393460602
Brie_Irf6_4,Irf6,374.266185136864,368.331363335367,3299.0439445675,2916.92653828572
Brie_Jup_1,Jup,244.194571962292,202.64923770511,254.355986328473,683.905849390852
Brie_Jup_2,Jup,239.561414237076,237.463908500261,1498.71836639448,978.904837232598
Brie_Jup_3,Jup,218.626405256472,198.364355145707,584.871801519799,614.90801911601
Brie_Jup_4,Jup,174.354009215522,215.325348610011,867.159483863288,1361.14901542187
Brie_Kctd9_1,Kctd9,258.780438875008,210.504855730682,1469.62838150214,230.953150919924
Brie_Kctd9_2,Kctd9,193.573033853454,199.792649332174,1295.08847214806,859.346613423024
Brie_Kctd9_3,Kctd9,133.513581859918,138.197462540753,597.120216211313,480.903968582228
Brie_Kctd9_4,Kctd9,268.218352759706,293.524455319119,887.063157736998,2894.49749152971
Brie_Kdf1_1,Kdf1,318.153497131475,299.059095291682,1247.817246698,3034.77407208848
Brie_Kdf1_2,Kdf1,278.514258815741,208.362414450981,1381.21013794777,2988.20528856964
Brie_Kdf1_3,Kdf1,191.685451076514,137.840388994136,2736.38239467607,1160.42805462233
Brie_Kdf1_4,Kdf1,244.537768830826,210.147782184065,985.624619707776,5419.28586492012
Brie_Klhl9_1,Klhl9,151.874614326513,172.833596562596,896.823613194299,1699.86563677109
Brie_Klhl9_2,Klhl9,134.886369334056,126.414035502394,16.2774257621672,440.797791755805
Brie_Klhl9_3,Klhl9,118.241321210133,96.5983943598805,566.307798002973,190.466820758653
Brie_Klhl9_4,Klhl9,271.821919879318,338.87279573947,710.226670628263,1629.72734649171
Brie_Lats1_1,Lats1,333.768954649794,355.833789203774,2561.45972236289,1384.33836884757
Brie_Lats1_2,Lats1,260.49642321768,257.995637430734,1091.84134086075,2057.78000153012
Brie_Lats1_3,Lats1,204.212136778023,202.64923770511,692.236811550102,274.290631092551
Brie_Lats1_4,Lats1,194.259427590523,209.076561544215,992.705734451307,529.183442107874
Brie_Lyrm7_1,Lyrm7,161.998921948281,215.146811836702,226.605671793011,263.076107714547
Brie_Lyrm7_2,Lyrm7,156.164575183194,197.471671279164,107.566391509858,182.863754061701
Brie_Lyrm7_3,Lyrm7,124.418864843754,129.449160648638,221.055608885919,264.406644386513
Brie_Lyrm7_4,Lyrm7,146.211865995694,127.485256142245,362.103759317886,390.047321553649
Brie_Lztr1_1,Lztr1,204.898530515092,218.89608407618,483.248235876142,134.39420386863
Brie_Lztr1_2,Lztr1,206.099719554963,192.829715173144,672.524519155946,535.265895465436
Brie_Lztr1_3,Lztr1,269.076344931042,240.499033646505,852.614491417115,1759.92986367701
Brie_Lztr1_4,Lztr1,244.194571962292,268.886380602551,127.661446863124,1061.58818756195
Brie_Map3k4_1,Map3k4,137.460345848064,164.977978537023,740.273562918384,372.370191483235
Brie_Map3k4_2,Map3k4,134.543172465521,98.5622988662736,54.3623401935938,161.385090642811
Brie_Map3k4_3,Map3k4,218.626405256472,193.186788719761,575.685490501163,475.01159189209
Brie_Map3k4_4,Map3k4,233.898665906257,219.074620849489,639.224141713392,498.581098652642
Brie_Mapk14_1,Mapk14,207.300908594834,201.935090611876,237.705797607196,696.831062775671
Brie_Mapk14_2,Mapk14,167.146874976298,197.828744825781,593.10120514066,197.689734120758
Brie_Mapk14_3,Mapk14,218.626405256472,276.563461854815,1000.74375659261,1383.95821551273
Brie_Mapk14_4,Mapk14,327.934607884708,349.763538911286,834.050487900289,736.367009599822
Brie_Mettl5_1,Mettl5,210.218081977377,182.83165586787,333.205155905095,348.230454720411
Brie_Mettl5_2,Mettl5,132.655589688581,143.553565740007,178.377538945174,679.534086040104
Brie_Mettl5_3,Mettl5,139.519527059271,119.094027796747,379.710855436937,213.085944182086
Brie_Mettl5_4,Mettl5,237.159036157334,222.288282769041,891.847694725871,207.003490824524
Brie_Mex3c_1,Mex3c,208.502097634704,269.421990922476,149.478935532383,326.371637966674
Brie_Mex3c_2,Mex3c,137.631944282332,163.906757897172,160.004916907903,225.060774229786
Brie_Mex3c_3,Mex3c,250.715312464447,173.54774365583,188.712138841139,429.013038375529
Brie_Mex3c_4,Mex3c,230.466697220912,280.66980764091,405.355973697295,341.957924695426
Brie_Mtmr10_1,Mtmr10,169.034457753238,205.327289304737,433.871814150976,295.579217844017
Brie_Mtmr10_2,Mtmr10,243.851375093757,218.003400209638,424.302740173231,792.629703157269
Brie_Mtmr10_3,Mtmr10,206.786113292032,189.080442933666,225.074619956572,664.708105981047
Brie_Mtmr10_4,Mtmr10,231.667886260783,214.611201516777,301.05306733987,616.238555787977
Brie_Ncoa5_1,Ncoa5,151.531417457979,148.016985072719,380.667762834712,217.457707532833
Brie_Ncoa5_2,Ncoa5,152.389409629315,137.126241900902,78.0936436584024,424.07104502251
Brie_Ncoa5_3,Ncoa5,255.348470189663,246.390747165684,1312.50418678756,509.415468695798
Brie_Ncoa5_4,Ncoa5,207.987302331903,204.077531891577,454.158250983797,607.495029086482
Brie_Ncstn_1,Ncstn,228.750712878239,215.503885383319,568.412994278077,322.760181285622
Brie_Ncstn_2,Ncstn,147.413055035565,152.301867632122,305.263459890078,1016.15986404766
Brie_Ncstn_3,Ncstn,236.987437723067,203.720458344961,675.01247839016,869.420676796486
Brie_Ncstn_4,Ncstn,197.005002538799,204.077531891577,645.731112018259,744.540306299046
Brie_Nf2_1,Nf2,224.803948890093,310.663985556732,1563.21392500449,1286.44888512432
Brie_Nf2_2,Nf2,103.312257428882,91.5993647072434,687.069511602119,1230.94649823656
Brie_Nf2_3,Nf2,175.040402952591,181.938972001328,980.265938280238,546.670495510864
Brie_Nf2_4,Nf2,155.992976748927,194.615082906229,0.392762959109816,15.7863633961758
Brie_Nmt1_1,Nmt1,146.555062864228,187.116538427273,457.79449909534,414.187058316472
Brie_Nmt1_2,Nmt1,276.283479170267,240.141960099888,881.704476309461,454.103158475471
Brie_Nmt1_3,Nmt1,222.401570810351,181.403361681402,50.9174735616055,882.726043516152
Brie_Nmt1_4,Nmt1,122.188085198279,96.419857586572,188.903520320694,52.4711602089703
Brie_Notch1_1,Notch1,154.620189274789,153.551625045281,258.94914183779,1001.33388398861
Brie_Notch1_2,Notch1,291.212542951517,305.486419130787,1198.63220645239,1484.12861924507
Brie_Notch1_3,Notch1,203.697341475221,199.614112558866,994.619549246856,1074.7034776142
Brie_Notch1_4,Notch1,304.597220824362,356.190862750391,485.736195110356,1854.96819738892
Brie_Ofd1_1,Ofd1,94.73233571552,115.701829103886,229.476393986335,80.9826603225411
Brie_Ofd1_2,Ofd1,178.129174769402,176.582868802074,955.577727417655,449.921471792147
Brie_Ofd1_3,Ofd1,206.614514857765,189.616053253592,176.65510562918,749.102146317217
Brie_Ofd1_4,Ofd1,221.371980204748,175.690184935531,111.776784060066,419.699281671762
Brie_Pard3_1,Pard3,90.0991779903044,77.8520331624915,884.38381702323,787.307556469402
Brie_Pard3_2,Pard3,282.804219672422,264.244424496531,2688.34564330779,1161.56851462687
Brie_Pard3_3,Pard3,202.839349303885,179.082383628392,459.516932411334,627.833232500829
Brie_Pard3_4,Pard3,163.371709422419,161.585779844162,727.833766747315,239.316524286571
Brie_Pard6g_1,Pard6g,237.502233025869,264.780034816456,1058.5409634182,603.88357240543
Brie_Pard6g_2,Pard6g,117.726525907331,152.301867632122,1341.78555315946,635.056145862934
Brie_Pard6g_3,Pard6g,218.11160995367,224.78779759536,494.348361690327,1122.22264447015
Brie_Pard6g_4,Pard6g,215.02283813686,205.684362851354,1043.61320801291,768.109813059598
Brie_Pdcl_1,Pdcl,181.046348151945,144.44624960655,911.942750079136,739.598312946027
Brie_Pdcl_2,Pdcl,128.022431963366,160.336022431003,284.977023057258,671.550866008304
Brie_Pdcl_3,Pdcl,161.484126645479,165.692125630257,770.129073728949,751.002912991455
Brie_Pdcl_4,Pdcl,148.099448772634,119.98671166329,363.252048195215,479.573431910261
Brie_Pds5b_1,Pds5b,174.697206084057,278.705903134517,400.380055228867,2113.85261842014
Brie_Pds5b_2,Pds5b,223.259562981688,194.615082906229,1185.04412140399,372.180114815811
Brie_Pds5b_3,Pds5b,284.863400883629,272.45711606872,460.282458329554,381.874024854425
Brie_Pds5b_4,Pds5b,204.040538343756,174.61896429568,666.01754885108,528.233058770755
Brie_Phactr4_1,Phactr4,168.176465581901,147.302837979485,196.55877950289,763.73804970885
Brie_Phactr4_2,Phactr4,104.68504490302,99.8120562794329,467.17219159353,124.700293830016
Brie_Phactr4_3,Phactr4,208.673696068972,184.081413281029,301.05306733987,578.033145635792
Brie_Phactr4_4,Phactr4,190.312663602376,219.788767942723,291.67537484168,918.270380324404
Brie_Phkb_1,Phkb,196.833404104532,250.31855617847,360.381326001892,251.481431001695
Brie_Phkb_2,Phkb,178.129174769402,168.727250776501,0.584144438664724,546.100265508593
Brie_Phkb_3,Phkb,112.921769747848,156.586750191525,159.622153948793,60.8345335756177
Brie_Phkb_4,Phkb,286.750983660569,217.289253116404,287.847745250582,635.056145862934
Brie_Phlda3_1,Phlda3,238.70342206574,212.825833783692,2043.77282016686,825.893119956434
Brie_Phlda3_2,Phlda3,313.005544103457,237.106834953644,1324.75260147907,1132.29670784361
Brie_Phlda3_3,Phlda3,211.419271017248,185.331170694188,240.002375361855,411.335908305115
Brie_Phlda3_4,Phlda3,373.236594531261,348.692318271436,1092.22410381986,1400.11473224375
Brie_Pkp1_1,Pkp1,329.478993793113,274.063947028496,850.126532182901,709.566199493065
Brie_Pkp1_2,Pkp1,227.377925404101,207.29119381113,1668.28235728013,274.100554425127
Brie_Pkp1_3,Pkp1,205.756522686428,223.716576955509,799.219058621296,679.724162707528
Brie_Pkp1_4,Pkp1,222.058373941817,265.315645136382,1496.23040716027,444.979478439128
Brie_Pkp4_1,Pkp4,157.02256735453,161.764316617471,1075.57391509858,181.533217389734
Brie_Pkp4_2,Pkp4,270.792329273715,225.680481461902,597.694360649977,1349.93449204387
Brie_Pkp4_3,Pkp4,210.04648354311,172.29798624267,277.704526834171,8.18329669922363
Brie_Pkp4_4,Pkp4,156.164575183194,186.938001653965,377.222896202724,1270.48244506072
Brie_Plcb3_1,Plcb3,188.596679259704,210.147782184065,1490.87172573273,913.708540306233
Brie_Plcb3_2,Plcb3,123.046077369616,146.053080566326,1528.7652586846,402.972534938467
Brie_Plcb3_3,Plcb3,105.714635508624,98.5622988662736,412.054325481717,1042.96067415442
Brie_Plcb3_4,Plcb3,179.845159112074,198.721428692323,257.609471480906,522.530758748041
Brie_Plek2_1,Plek2,163.371709422419,146.410154112943,419.900966143468,299.760904527341
Brie_Plek2_2,Plek2,251.916501504318,230.143900794614,224.117712558797,645.320285903819
Brie_Plek2_3,Plek2,226.005137929963,235.857077540485,422.006162418572,518.539148732141
Brie_Plek2_4,Plek2,176.927985729531,107.846211078314,517.696902196026,239.316524286571
Chopchop_Plekha1_1,Plekha1,195.632215064661,216.396569249862,179.334446342949,551.992642198731
Chopchop_Plekha1_2,Plekha1,282.632621238155,258.352710977351,1965.4977950289,156.633173957216
Chopchop_Plekha1_3,Plekha1,256.721257663801,272.45711606872,1532.97565123481,487.746728609485
Chopchop_Plekha1_4,Plekha1,126.649644489228,140.161367047146,304.497933971859,193.508047437434
